,Facility Name,Address/Phone Number,,Services ,Age minimum,"Amenities (Golf, Swimming)",Occupancy rate,Certificate,Pricing,
70,Devonshire at PGA National,"100 Devonshire Way N, Palm Beach Gardens, FL 33418, United States
+1 561-227-2400",,"Fitness & Health WellnessAssisted Living, Memory Care Skilled Nursing Rehabilitation",,"Lounge and piano bar, fitness center, wellness center, salon, card room, billiards, ",,,,
,,,,,,,,,,
71,The Inn and Nursing Center at La Posada,11900 Taylor Drive,,"independent living, Assisted Living, Memory Care Skilled Nursing life care",,"Exercise classes, Lifelong learning
Innovative therapy
Spirituality and meditation
Intergenerational activities",,,,
,,"Palm Beach Gardens, FL 33410",,,,,,,,
,,Tel. 561-232-6700,,,,,,,,
,,,,,,,,,,
72,Waterford,The Waterford,,"health care, skilled nursing",,"A state-of-the-art auditorium for concerts, lectures, films, occasional can’t-miss TV, and gatherings that put the “art” back in “party”, opera, museums, shows, expos, poker, polo",,,,
,,601 Universe Blvd.,,,,,,,,
,,"Juno Beach, FL 33408",,,,,,,,
,,888-335-1678,,,,,,,,
,,,,,,,,,,
73,Mangrove Bay,888-325-1869,,"Independent Living, Assisted Living
Memory Care","starting at $3,295 /month","Beauty and Barber Shop, Emergency Call System
Storage
Rehabilitation Gym
Business Center (Computers, Copy Machine, Fax, Etc.)
Art Center
Main Dining Room
Private Dining Room
Fitness Center
Cards Room
Billiards Room
Walking Path
Outdoor Garden Area
Guest Room(s)
Library
Lounges
Mail Room
Reserved Resident Parking
Indoor Parking Garage
Guest Parking
Outside Swimming Pool
Theatre
Complimentary Wi-Fi
Smoke-Free Environment
Pet Friendly
Individually Controlled Heat and Air
Walk-In Closets
Balcony/Terrace",,,,
,,,,,,,,,,
74,Abbey Delray,"2000 Lowson Blvd, Delray Beach, FL 33445, United States",,,,"Cocktail lounge and restaurant-style dining,  landscaped campus,  Gardens, Tennis Center and golf galore – plus shopping, entertainment, ",,,,
,,561-454-2000,,,,,,,,
,,,,,,,,,,
75,Sandhill Cove,1500 S.W. Capri,,"independent living, assisted living",,"Swimming pool, whirlpool & Fitness Center, Arts and Crafts Studio
Woodworking Shop
Card and Game Room
Waterfront regulation grass croquet court, shuffleboard & putting green
On-site bank, postal services, hair salon & library
Auditorium for hosting plays, concerts & guest speakers
Boat dock for fishing
Resident coffee hour",,,,
,,"Palm City, FL 34990",,,,,,,,
,,(772)-220-1090 • (800)-782-8066,,,,,,,,
,,,,,,,,,,
76,Plymouth Harbor on Sarasota Bay,"700 John Ringling Blvd, Sarasota, FL 34236, United States",,"independent living, assisted living, rehab, home care",,"swimming pool, exercise and fitness room, boating, chapel, art studio, library, bounceball court, workshops, bridgeclubs, library",,,,
,,941-365-2600,,,,,,,,
,,,,,,,,,,
77,sunnyside village,"13674 SE 145th Ave, Clackamas, OR 97015, United States",,,", Rent $25, Deposit $250","Clubhouse, Easy access to I-205
Fitness Center
Garage
High Speed Internet
Minutes to Shopping And Dining
Night Patrol
On-Site Management
Pet Friendly
Pool
Sundeck
Year Round Spa",,,,
,,855-284-5575,,,,,,,,
,,,,,,,,,,
78,Lakehouse West,"3435 Fox Run Rd, Sarasota, FL 34231, United States",,"independent living, assisted living, nursing, medication",,"entertainment, performances, activities",,,,
,,941-923-7525,,,,,,,,
,,,,,,,,,,
79,Glenridge on Palmer Ranch,"7333 Scotland Way, Sarasota, FL 34238, United States",,"Medicare-approved skilled nursing, memory support and rehabilitation services,  Assisted Living residences",,"art center, fitness center, spa, golf",,,,
,,941-552-5300,,,,,,,,
,,,,,,,,,,
80,Bay Village of Sarasota,"8400 Vamo Rd, Sarasota, FL 34231, United States",,"assisited living, nursing center, health care, spiritual wellness",,"library, swimming, exercise, garden, golf, tennis, ",,,,
,,941-966-5611,,,,,,,,
,,,,,,,,,,
81,Indian River Estates East,"2250 W Indian Creek Boulevard, Vero Beach, FL 32966",,retirement care,62+,"Dog Park
Library with reading room, current periodicals, videos and DVDs
Gazebo/Picnic area
Card room
Wood workshop
Art room
Craft room
Walking trails
Fishing lake
Fitness center
Fitness classes on-site
Putting green
Tennis court
Shuffleboard
Outdoor swimming pool
Horseshoe court
Game room/billiard room
Day and overnight trips available
Life long learning opportunities
Auditorium",,CARF-CCAC accredited,"Entrance Fees starting at $94,900
Monthly Fees
starting at $2,006",
,,"East 772-562-7400, West 772-770-1900",,,,,,,,
,,,,,,,,,,
82,Buena Vida Estates,"2129 W New Haven Ave, Melbourne, FL 32904, United States",,"gerontologists, geriatricians, podiatrists, family nurse practitioners, registered nurses, physical, occupational and speech therapists, Health Center, Assisted Living.",,"fitness center, pool, lounge, social events, golf, ",,,,
,,321-724-0060,,,,,,,,
,,,,,,,,,,
83,The Villages,,,,55+,"Brownwood Paddock Square, Lake Sumter Landing Town Square
Spanish Springs Town Square
25 Neighborhood Recreation Centers
17 Village Recreation Centers
8 Regional Recreation Centers
32 Executive Golf Courses (Free)
10 Championship Golf Courses
200+ Retail Establishments
60+ Restaurants
50+ Outdoor Pools
Numerous State-of-the-Art Fitness Centers
MVP Sports Club
Arts & Craft Studios
Aerobics & Dance Studios
Card Rooms
Ceramics Studios
Sewing Studios
Library
Woodworking Shop
Performance Theaters
3 Movie Theaters
2 Bowling Alleys
Tennis Courts
Pickleball Courts
Bocce Ball Courts
Shuffleboard Courts
Basketball Courts
Volleyball Courts
Horseshoe Pits
9 Softball Fields
Polo Fields
Equestrian Facilities
Lifelong Learning College
Hospitals & Healthcare Centers
10 Worship Centers
Fishing Lakes
RV & Boat Parking
Outdoor Amphitheaters
Gardening Plots
Playground for Grandkids
Walking & Biking Trails",,Below $100k–Low $1Ms,,
84,Villages of Citrus Hills,2400 N. Terra Vista Blvd.,,,,"Multiple Spacious Clubhouses, Multiple State-of-the-Fitness Centers
Bella Vista Spa & Fitness
Citrus Hills Golf & Country Club
3 18-Hole Championship Golf Courses
Golf Pro Shop
Restaurants & Lounges
Indoor Pool
Outdoor Pools
Men's & Ladies' Saunas & Steam Rooms
Aerobics & Dance Studios
Spin Bike Studio
Catering Hall
Card Rooms
Auditorium/Theater
Billiards
Hard Surface & Har-tru Tennis Courts
Pickleball Courts
Bocce Ball Courts
Racquetball Courts
Full-Service Spa",,,High $100s – Low $1Ms,
,,"Hernando, FL 34442",,,,,,,,
,,Citrus County,,,,,,,,
,,352-400-4304,,,,,,,,
,,,,,,,,,,
85,Century Village at Deerfield Beach,"1075 Harwood F, Deerfield Beach, FL 33442, United States",,,55+,"Clubhouse - 145,000 Sq. Ft., Cafe
Indoor Pool
Fitness Center
Aerobics & Dance Studio
Hobby & Game Room
800 Person Ballroom
1,600 Person Performance Theater
Multi-Purpose Room
Card Rooms
Arts & Crafts Studio
Photography Studio
Billiards Room
Library
Catering Kitchen
18-Hole Golf Course
4 Tennis Courts
2 Bocce Ball Courts
24 Shuffleboard Courts
2 Horseshoe Pits
Volleyball Court
Outdoor Pool
Gazebo
Walking & Biking Trails
Scenic Lake & Ponds",,Below $100k – Mid $100s,,
,,954-481-2783,,,,,,,,
,,,,,,,,,,
86,Century Village at Pembroke Pines,"1551 SW 135 Terrace, Pembroke Pines, FL 33027, United States",,,55+ Age Restriction,"Clubhouse - 135,000 Sq. Ft., Heated Indoor Pool
Hobby & Game Room
Ballroom - 900 Seats
Performance Theater - 1,042 Seats
Multi-Purpose Room
Billiards
Library
Arts & Crafts Studio
Catering Kitchen
Heated Outdoor Pool
Scenic Lakes & Ponds",,,,
,,954-261-0000,,,,,,,,
,,,,,,,,,,
87,Sun City Center,1009 N. Pebble Beach Boulevard,,"emergency squad, lifeline, GOOD SAMARITAN AND SCC-RIDE SERVICES, tax aid, hope fund",55+ Age Restriction,"Clubhouse - 97,000 Sq. Ft., Le Perk Cafe
Fitness Center
Men's and Women's Sauna & Showers
Outdoor Resort-Style Pool
Heated Indoor Pool
Indoor Whirlpool
Borini Theatre
Ballroom
Cyberspace Room
Atrium Room & Outdoor Open Atrium
Arts & Crafts Studio
Model & Hobby Room
Woodworking Shop
Lapidary Studio
Card Room
Social Rooms
Library
Billiards Room
Laundry Room
Horseshoe Pits
Floating Fishing Dock
Gazebo
Internal & External Tram Services and Event Bus",,,Below $100k – Mid $600s,
,,"Sun City Center, FL 33573",,,,,,,,
,,Hillsborough County,,,,,,,,
,,813-413-6506,,,,,,,,
,,,,,,,,,,
88,Wynmoor Village,1310 Ave of the Stars,,,55+ Age Restriction,"pool. golf, theater, business center, art and events, tennis, club, ",,,Below $100k – High $100,
,,"Coconut Creek, FL 33066",,,,,,,,
,,Broward County,,,,,,,,
,,(888) 548-5630,,,,,,,,
,,,,,,,,,,
89,Horizon Bay at Lake Orienta,"217 Boston Ave, Altamonte Springs, FL 32701, United States",,"independent living, assisted living, skilled nursing, memory care",,"large beauty salon & barber shop, a coffee bar, arts and crafts room, heated swimming pool, billiards, theatre room and old-fashioned soda pop & ice cream shop.",,,,
,,877-938-9282,,,,,,,,
,,,,,,,,,,
90,The Tremont,"7015 Red Bug Lake Rd, Oviedo, FL 32765, United States",,"independent living, assisted living, skilled nursing, memory care, alzeheimers",,"gaesm, activities, sports, weekly socials, art and craft, ",,,,
,,407-359-5787,,,,,,,,
,,,,,,,,,,
91,Chambrel at Island Lake,"160 Islander Ct, Longwood, FL 32750, United States",,"independent living, assisted living, connected living",,"fitness, wellness, programs, events, outings, pool, billiards, art and craft, guest room, library, walking path, beauty/barber, community room, bank, postal, laundry",,,,
,,877-938-9138,,,,,,,,
,,,,,,,,,,
92,Renaissance Retirement Center,"300 W Airport Blvd, Sanford, FL 32773, United States",,,,,,,,
,,407-323-7306,,"Independent Living, Assisted Living, Retirement Communities",,"beauty/barber, fitness room, library, games room, garden, laundry, housekeeoing, baseball, social events, spiritual classes",,,"Minimum Monthly Cost: $2,500 - $2,650  One-Bedrooms From: $2,500
Two-Bedrooms From: $2,650",
,,,,,,,,,,
93,Sterling Court,1001 Alabaster Way,,"Independent Living, Assisted Living, Retirement Communities",55+,"beauty/barber, fitness room, library, games room, garden, laundry, housekeeoing, baseball, social events, spiritual classes, billiards, coomunity parties and socials",,,"Minimum Monthly Cost: $1,599 - $3,149",
,,"Deltona, FL 32725",,,,,,,,
,,,,,,,,,,
94,Horizon Bay - Orange City,500 Grand Plaza Drive,,"Independent Living, Assisted Living, Retirement Communities",,"Beauty/Barber Shop, Library, Full-Time Activity Director
Shopping Trips and Outings
Live Music and On-site Entertainment
Religious Activities and Services
Ice Cream Socials and Community Gatherings",,,,
,,"Orange City, FL 32763",,,,,,,,
,,877-938-9297,,,,,,,"Minimum Monthly Cost: $2,270",
,,,,,,,,,,
95,Lake Ridge Village,"353 W Ardice Ave, Eustis, FL 32726, United States",,"Independent Living, Assisted Living, Retirement Communities",55+,"Full-Time Activity Director, Poker, Yahtzee and Group Games
Local Outings and Excursions
Exercise and Fitness Programs
Arts and Crafts",,,"Minimum Monthly Cost: $1,049 - $2,999",
,,352-589-2353,,,,,,,"One Bedroom Starts at $2,395/Month",
,,,,,,,,,,
96,Sand Point,1800 Harrison Street,,"Independent Living, Assisted Living, Retirement Communities",,"24-Hour Staffing, Beauty/Barber Shop, Full-Time Activity Director
Arts and Crafts
Religious Events and Activities
Fitness and Wellness Programs
Games and Social Hours, Outside Patio/Gardens
Special Meals: Low-salt
Private Dining Available for Special Events
Special Events Catering
Restaurant-style Dining

Medication Management
Help with Activities of Daily Living
Transportation to Medical Appointments
Other Transportation Provided
Housekeeping
Linen Service
Health and Wellness Services
Chapel Services
Outdoor Swimming Pool
Recreation Room",,,"Minimum Monthly Cost: $1,995",
,,"Titusville, FL 32780",,,,,,,,
,,877-938-9435,,,,,,,,
,,,,,,,,,,
97,Lake Port Square,"600 Lake Port Blvd, Leesburg, FL 34748, United States
+1 866-336-5857",,"Independent Living, Assisted Living, Continuing Care, Nursing Homes,Respite Care, Retirement Communities",,"Fitness Room/Gym, Beauty/Barber Shop, Ambulation and Escort Services, Full-Time Activity Director
Educational and Cultural Opportunities
Live Entertainment
Yoga, Water Aerobics and Fitness Programs
Computer Club and Educational Classes
Individualized Care Services (I-Care) Program
On-site Postal Services
On-site Banking
Library and Lounge Areas
Country Store
Ice Cream Parlor, Indoor Aquatic Center
Woodcraft Shop",,,"Minimum Monthly Cost: $1,990",
,,,,,,,,,,
98,LifePointe Village at Orlando,9744 Curry Ford Road,,"Independent Living, Assisted Living, Retirement Communities",,,,Medicare and Medicaid,,
,,"Orlando, FL 32829",,,,,,,,
,,,,,,,,,,
99,Abbey Delray,"2105 SW 11Th Court, Delray Beach, FL 33445(561) 454-1136",,baseline services,,,,,,
,,,,,,,,,,
100,Alexander Nininger State Veterans Nursing Home,"8401 W Cypress DR, Pembroke Pines, FL 33025(954) 985-4824",,"vaccinations, infections, fall woth injury, lost in bladder control, pressure, depression",,,,Medicare and Medicaid,Daily Cost (Private Room),$220
,,,,,,,,,Daily Cost (Semi-Private Room),$200
101,All Saints Catholic Nursing Home and Rehabilitation,"5888 Blanding Blvd, Jacksonville, FL 32244(904) 772-1220",,"Medicare / Medicaid / VA / Hospice / Private Pay, Professional Nursing and Physicians Services
Specialized Skin and Wound Care
Medication Management
IV Therapy
Individualized Care Plans
Specialty Care Unit (Alzheimer's and Dementia)
Clinical Social Worker
Certified Dietary Manager
Social, Cultural and Recreational Activities
Religious Services",,"Pet Therapy, Complimentary Laundry Services on Premises
Nutritionally Balanced Meals
Dental Services Provided
Podiatry and Optometry Services available
Assistance with Daily Living Activities
Ice Cream Parlor
Special Occasion, Holiday Activities and Meals
Facility Owned Bus Utilized for Recreational Outings
Beauty and Barber Shop on Premises
Respite Care
Assistance with Post Discharge Arrangements
Strolling Garden
Chapel
Regular Visits by children's group and community support programs
Vocational School",,Medicare and Medicaid,,
,,,,,,,,,,
102,Anchor Care and Rehabilitation Center,"1515 Port Malabar Blvd NE, Palm Bay, FL 32905(321) 723-1235",,care and rehab,,"various activities like hair day, dessert making, ",,Medicare and Medicaid,,
,,,,,,,,,,
,,,,,,,,,,
103,Arbor Trail Rehabilitation and Skilled Nursing Center,"611 Turner Camp RD, Inverness, FL 34453(352) 637-1130",,"vaccinations, infections, fall woth injury, lost in bladder control, pressure, depression",,,,Medicare and Medicaid,,
,,,,,,,,,,
104,Arcadia Health & Rehabilitation Center,"10095 Hillview Road, Pensacola, FL 32514(850) 479-4000",,Health & Rehabilitation Center,,,,Medicare and Medicaid,Daily Cost (Semi-Private Room) $165,
,,,,,,,,,,
105,"Arch Plaza Nursing & Rehabilitation Center
","12505 NE 16Th Avenue, North Miami, FL 33161",,"rehab, skilled nursing, memory care, long term care",,"Entertainment, Social and recreational activities
Computer station
Television in all rooms
Dominos / Bingo / board games
Field trips
Pet therapy
Music therapy
Educational classes
Personal care services
Beauty care / barber shop / manicures
",,Medicare and Medicaid,,
,,(305) 891-1710,,,,,,,,
,,,,,,,,,,
106,Atrium Healthcare Center,"9960 Atrium Way, Jacksonville, FL 32225(904) 724-4001",,"nursing, rehab, dietary, activity, maintenance,  dentist, opthmalogist, optometrist,",,"baseline services, kitchen, beauty/barber",,Medicare and Medicaid,,
,,,,,,,,,,
107,Avante at Inverness Inc.,"304 S Citrus Ave, Inverness, FL 34452(352) 726-3141",,"skilled nursing and rehab, wound care, respiratory care",,,,Medicare and Medicaid,,
,,,,,,,,,,
108,"Avante at Leesburg, Inc.","2000 Edgewood Ave, Leesburg, FL 34748(352) 787-3545",,"vaccinations, infections, fall woth injury, lost in bladder control, pressure, depression",,,,Medicare and Medicaid,Daily Cost (Private Room),$235
,,,,,,,,,Daily Cost (Semi-Private Room),$210
,,,,,,,,,,
109,Avante at St. Cloud Inc.,"1301 Kansas Ave, Saint Cloud, FL 34769(407) 892-5121",,"vaccinations, infections, fall woth injury, lost in bladder control, pressure, depression",,,,Medicare and Medicaid,,
